"CODIGO","CICLO","CLAVE_MATERIA","MATERIA","CALIFICACION","MODALIDAD"
"102","2019-B","I6123","INTRODUCCION A LA FISICA","88","ORDINARIO"
"102","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","90","ORDINARIO"
"102","2019-B","I5882","PROGRAMACION","100","ORDINARIO"
"102","2020-A","I5915","TEORIA DE LA COMPUTACION","85","ORDINARIO"
"102","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","83","ORDINARIO"
"102","2020-A","I5886","ESTRUCTURAS DE DATOS I","84","ORDINARIO"
"102","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","62","ORDINARIO"
"102","2020-A","I5895","METODOS MATEMATICOS II","100","ORDINARIO"
"102","2020-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","91","ORDINARIO"
"102","2020-B","I5907","ADMINISTRACION DE REDES","95","ORDINARIO"
"102","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","100","ORDINARIO"
"102","2020-B","I5888","ESTRUCTURAS DE DATOS II","81","ORDINARIO"
"102","2021-A","I5898","INGENIERIA DE SOFTWARE I","89","ORDINARIO"
"102","2021-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","SD","ORDINARIO"
"102","2021-A","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","SD","ORDINARIO"
"102","2021-A","I5884","ALGORITMIA","87","ORDINARIO"
"102","2021-A","I5908","ADMINISTRACION DE SERVIDORES","66","ORDINARIO"
"102","2021-A","I5890","BASES DE DATOS","100","ORDINARIO"
"102","2021-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"102","2021-B","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","100","ORDINARIO"
"102","2021-B","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"102","2021-B","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"102","2021-B","I5910","HIPERMEDIA","100","ORDINARIO"
"102","2022-A","I5900","INGENIERIA DE SOFTWARE II","85","ORDINARIO"
"102","2022-A","I5901","CONTROL DE PROYECTOS","96","ORDINARIO"
"102","2022-A","I5909","PROGRAMACION PARA INTERNET","100","ORDINARIO"
"102","2022-B","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","84","ORDINARIO"
"102","2022-B","IL351","INNOVACION Y TECNOLOGIA","98","ORDINARIO"
"102","2022-B","I7023","ARQUITECTURA DE COMPUTADORAS","100","ORDINARIO"
"102","2022-B","I5902","ADMINISTRACION DE BASES DE DATOS","95","ORDINARIO"
"102","2022-B","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","89","ORDINARIO"
"102","2022-B","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","85","ORDINARIO"
"102","2023-A","I5911","MINERIA DE DATOS","80","ORDINARIO"
"102","2023-A","IL341","ETICA Y LEGISLACION","97","ORDINARIO"
"102","2023-A","I5905","SEGURIDAD DE LA INFORMACION","100","ORDINARIO"
"102","2023-B","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","90","ORDINARIO"
"102","2023-B","ET417","TOPICOS SELECTOS EN ELECTRONICA","90","ORDINARIO"
"102","2023-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","97","ORDINARIO"
"102","2023-B","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","93","ORDINARIO"
"102","2024-A","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","85","ORDINARIO"
"102","2024-B","I5918","COMPUTO FLEXIBLE (SOFTCOMPUTING)","AC","ORDINARIO"
"102","2024-B","I5916","PROYECTO DE GESTION DE LA TECNOLOGIA DE INFORMACION","AC","ORDINARIO"
"102","2024-B","I5917","PROYECTO DE SISTEMAS ROBUSTOS, PARALELOS Y DISTRIBUIDOS","AC","ORDINARIO"
"103","2019-B","I5893","METODOS MATEMATICOS I","76","ORDINARIO"
"103","2019-B","I5882","PROGRAMACION","87","ORDINARIO"
"103","2019-B","I5892","MATEMATICA DISCRETA","55","ORDINARIO"
"103","2019-B","I6123","INTRODUCCION A LA FISICA","60","ORDINARIO"
"103","2019-B","I5892","MATEMATICA DISCRETA","57","EXTRAORDINARIO"
"103","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","72","ORDINARIO"
"103","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","72","ORDINARIO"
"103","2020-A","I5895","METODOS MATEMATICOS II","72","ORDINARIO"
"103","2020-A","I5915","TEORIA DE LA COMPUTACION","74","ORDINARIO"
"103","2020-A","I5892","MATEMATICA DISCRETA","100","ORDINARIO"
"103","2020-B","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","18","ORDINARIO"
"103","2020-B","I5886","ESTRUCTURAS DE DATOS I","78","ORDINARIO"
"103","2020-B","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","70","ORDINARIO"
"103","2021-A","I5910","HIPERMEDIA","63","ORDINARIO"
"103","2021-A","I5907","ADMINISTRACION DE REDES","SD","EXTRAORDINARIO"
"103","2021-A","I5907","ADMINISTRACION DE REDES","SD","ORDINARIO"
"103","2021-A","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","60","ORDINARIO"
"103","2021-B","I5890","BASES DE DATOS","SD","ORDINARIO"
"103","2021-B","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","50","ORDINARIO"
"103","2021-B","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","SD","ORDINARIO"
"103","2022-A","I5908","ADMINISTRACION DE SERVIDORES","SD","EXTRAORDINARIO"
"103","2022-A","I5908","ADMINISTRACION DE SERVIDORES","SD","ORDINARIO"
"103","2022-A","I5888","ESTRUCTURAS DE DATOS II","74","ORDINARIO"
"103","2022-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","SD","ORDINARIO"
"103","2022-B","I5898","INGENIERIA DE SOFTWARE I","SD","EXTRAORDINARIO"
"103","2022-B","I5898","INGENIERIA DE SOFTWARE I","SD","ORDINARIO"
"103","2022-B","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","SD","ORDINARIO"
"104","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","95","ORDINARIO"
"104","2019-B","I5882","PROGRAMACION","100","ORDINARIO"
"104","2019-B","I5893","METODOS MATEMATICOS I","98","ORDINARIO"
"104","2019-B","I5892","MATEMATICA DISCRETA","78","ORDINARIO"
"104","2019-B","I6123","INTRODUCCION A LA FISICA","68","ORDINARIO"
"104","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","80","ORDINARIO"
"104","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","87","ORDINARIO"
"104","2020-A","I5886","ESTRUCTURAS DE DATOS I","95","ORDINARIO"
"104","2020-A","I5915","TEORIA DE LA COMPUTACION","99","ORDINARIO"
"104","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","100","ORDINARIO"
"104","2020-A","I5895","METODOS MATEMATICOS II","86","ORDINARIO"
"104","2020-B","I5884","ALGORITMIA","96","ORDINARIO"
"104","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","100","ORDINARIO"
"104","2020-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","100","ORDINARIO"
"104","2020-B","I5907","ADMINISTRACION DE REDES","98","ORDINARIO"
"104","2020-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"104","2020-B","I5888","ESTRUCTURAS DE DATOS II","93","ORDINARIO"
"104","2021-A","I5910","HIPERMEDIA","100","ORDINARIO"
"104","2021-A","I5908","ADMINISTRACION DE SERVIDORES","100","ORDINARIO"
"104","2021-A","I5898","INGENIERIA DE SOFTWARE I","96","ORDINARIO"
"104","2021-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","100","ORDINARIO"
"104","2021-A","I5890","BASES DE DATOS","100","ORDINARIO"
"104","2021-B","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","100","ORDINARIO"
"104","2021-B","I5909","PROGRAMACION PARA INTERNET","100","ORDINARIO"
"104","2021-B","ET340","TOPICOS DE INGENIERIA BIOMEDICA","100","ORDINARIO"
"104","2021-B","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","100","ORDINARIO"
"104","2021-B","I5900","INGENIERIA DE SOFTWARE II","95","ORDINARIO"
"104","2021-B","I5901","CONTROL DE PROYECTOS","98","ORDINARIO"
"104","2021-B","I5905","SEGURIDAD DE LA INFORMACION","100","ORDINARIO"
"104","2022-A","I5911","MINERIA DE DATOS","92","ORDINARIO"
"104","2022-A","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","100","ORDINARIO"
"104","2022-A","I5902","ADMINISTRACION DE BASES DE DATOS","100","ORDINARIO"
"104","2022-A","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","100","ORDINARIO"
"104","2022-B","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"104","2022-B","IL353","ADMINISTRACION DE PROYECTOS TECNOLOGICOS","100","ORDINARIO"
"104","2022-B","I5918","COMPUTO FLEXIBLE (SOFTCOMPUTING)","AC","ORDINARIO"
"104","2022-B","I5917","PROYECTO DE SISTEMAS ROBUSTOS, PARALELOS Y DISTRIBUIDOS","AC","ORDINARIO"
"104","2022-B","I5916","PROYECTO DE GESTION DE LA TECNOLOGIA DE INFORMACION","AC","ORDINARIO"
"104","2022-B","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"104","2023-A","IL341","ETICA Y LEGISLACION","98","ORDINARIO"
"104","2023-A","I5912","CLASIFICACION INTELIGENTE DE DATOS","100","ORDINARIO"
"105","2019-B","I6123","INTRODUCCION A LA FISICA","72","ORDINARIO"
"105","2019-B","I5892","MATEMATICA DISCRETA","71","ORDINARIO"
"105","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","97","ORDINARIO"
"105","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","50","ORDINARIO"
"105","2019-B","I5882","PROGRAMACION","90","ORDINARIO"
"105","2020-A","I5893","METODOS MATEMATICOS I","90","ORDINARIO"
"105","2020-A","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","92","ORDINARIO"
"105","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","78","ORDINARIO"
"105","2020-A","I5915","TEORIA DE LA COMPUTACION","80","ORDINARIO"
"105","2020-A","I5886","ESTRUCTURAS DE DATOS I","68","ORDINARIO"
"105","2020-B","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","64","ORDINARIO"
"105","2020-B","I5907","ADMINISTRACION DE REDES","99","ORDINARIO"
"105","2020-B","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","85","ORDINARIO"
"105","2020-B","I5888","ESTRUCTURAS DE DATOS II","91","ORDINARIO"
"105","2020-B","I5895","METODOS MATEMATICOS II","60","ORDINARIO"
"105","2020-B","I5890","BASES DE DATOS","80","ORDINARIO"
"105","2021-A","I5908","ADMINISTRACION DE SERVIDORES","76","ORDINARIO"
"105","2021-A","I5898","INGENIERIA DE SOFTWARE I","65","ORDINARIO"
"105","2021-A","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","SD","ORDINARIO"
"105","2021-A","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","98","ORDINARIO"
"105","2021-A","I5910","HIPERMEDIA","82","ORDINARIO"
"105","2021-B","I5900","INGENIERIA DE SOFTWARE II","93","ORDINARIO"
"105","2021-B","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"105","2021-B","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"105","2021-B","I5901","CONTROL DE PROYECTOS","90","ORDINARIO"
"105","2021-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","70","ORDINARIO"
"105","2022-A","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"105","2022-A","I5884","ALGORITMIA","93","ORDINARIO"
"105","2022-A","IL351","INNOVACION Y TECNOLOGIA","97","ORDINARIO"
"105","2022-A","I5909","PROGRAMACION PARA INTERNET","42","ORDINARIO"
"105","2022-B","I7042","SIMULACION POR COMPUTADORA","72","ORDINARIO"
"105","2022-B","I5902","ADMINISTRACION DE BASES DE DATOS","85","ORDINARIO"
"105","2022-B","I5909","PROGRAMACION PARA INTERNET","100","ORDINARIO"
"105","2022-B","IL350","LIDERAZGO Y EMPRENDIMIENTO","97","ORDINARIO"
"105","2022-B","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","100","ORDINARIO"
"105","2023-A","I5905","SEGURIDAD DE LA INFORMACION","90","ORDINARIO"
"105","2023-A","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","SD","ORDINARIO"
"105","2023-A","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","76","ORDINARIO"
"105","2023-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","61","ORDINARIO"
"105","2023-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","75","ORDINARIO"
"105","2023-B","I5911","MINERIA DE DATOS","86","ORDINARIO"
"105","2023-B","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","89","ORDINARIO"
"105","2024-A","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","100","ORDINARIO"
"105","2024-A","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","73","ORDINARIO"
"105","2024-A","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","88","ORDINARIO"
"105","2024-A","I5289","PROGRAMACION ORIENTADA A OBJETOS","95","ORDINARIO"
"105","2024-B","I5917","PROYECTO DE SISTEMAS ROBUSTOS, PARALELOS Y DISTRIBUIDOS","AC","ORDINARIO"
"105","2024-B","I5916","PROYECTO DE GESTION DE LA TECNOLOGIA DE INFORMACION","AC","ORDINARIO"
"105","2024-B","I5918","COMPUTO FLEXIBLE (SOFTCOMPUTING)","AC","ORDINARIO"
"105","2024-B","LT251","EXPRESION ORAL Y ESCRITA","90","ORDINARIO"
"106","2019-B","I5892","MATEMATICA DISCRETA","80","ORDINARIO"
"106","2019-B","I5893","METODOS MATEMATICOS I","64","ORDINARIO"
"106","2019-B","I5882","PROGRAMACION","86","ORDINARIO"
"106","2019-B","I6123","INTRODUCCION A LA FISICA","80","ORDINARIO"
"106","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","72","ORDINARIO"
"106","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","81","ORDINARIO"
"106","2020-A","I5895","METODOS MATEMATICOS II","100","ORDINARIO"
"106","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","80","ORDINARIO"
"106","2020-A","I5915","TEORIA DE LA COMPUTACION","60","ORDINARIO"
"106","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","90","ORDINARIO"
"106","2020-A","I5886","ESTRUCTURAS DE DATOS I","79","ORDINARIO"
"106","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","80","ORDINARIO"
"106","2020-B","I5907","ADMINISTRACION DE REDES","71","ORDINARIO"
"106","2020-B","I7370","ADMINISTRACION","97","ORDINARIO"
"106","2020-B","ID419","LEGISLACION EMPRESARIAL","100","ORDINARIO"
"106","2020-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","60","ORDINARIO"
"106","2020-B","I5888","ESTRUCTURAS DE DATOS II","31","ORDINARIO"
"106","2020-B","I5888","ESTRUCTURAS DE DATOS II","22","EXTRAORDINARIO"
"106","2021-A","I5910","HIPERMEDIA","97","ORDINARIO"
"106","2021-A","I5908","ADMINISTRACION DE SERVIDORES","60","ORDINARIO"
"106","2021-A","I5905","SEGURIDAD DE LA INFORMACION","61","ORDINARIO"
"106","2021-A","I5888","ESTRUCTURAS DE DATOS II","96","ORDINARIO"
"106","2021-A","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"106","2021-A","I5890","BASES DE DATOS","75","ORDINARIO"
"106","2021-B","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","88","ORDINARIO"
"106","2021-B","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","72","ORDINARIO"
"106","2021-B","I5898","INGENIERIA DE SOFTWARE I","79","ORDINARIO"
"106","2021-B","I5909","PROGRAMACION PARA INTERNET","100","ORDINARIO"
"106","2021-B","I5902","ADMINISTRACION DE BASES DE DATOS","75","ORDINARIO"
"106","2022-A","I5911","MINERIA DE DATOS","75","ORDINARIO"
"106","2022-A","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","96","ORDINARIO"
"106","2022-A","I5884","ALGORITMIA","80","ORDINARIO"
"106","2022-A","I6487","ANALISIS CONTABLE","64","ORDINARIO"
"106","2022-A","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"106","2022-A","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","85","ORDINARIO"
"106","2022-B","I5900","INGENIERIA DE SOFTWARE II","77","ORDINARIO"
"106","2022-B","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"106","2022-B","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","73","ORDINARIO"
"106","2022-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","91","ORDINARIO"
"106","2022-B","ET414","TOPICOS SELECTOS EN SISTEMAS DIGITALES","100","ORDINARIO"
"106","2023-A","I5901","CONTROL DE PROYECTOS","92","ORDINARIO"
"106","2023-B","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","77","ORDINARIO"
"107","2019-B","I5882","PROGRAMACION","87","ORDINARIO"
"107","2019-B","I5892","MATEMATICA DISCRETA","61","ORDINARIO"
"107","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","90","ORDINARIO"
"107","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","73","ORDINARIO"
"107","2019-B","I5893","METODOS MATEMATICOS I","93","ORDINARIO"
"107","2020-A","I5895","METODOS MATEMATICOS II","92","ORDINARIO"
"107","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","71","ORDINARIO"
"107","2020-A","I5915","TEORIA DE LA COMPUTACION","100","ORDINARIO"
"107","2020-A","I5886","ESTRUCTURAS DE DATOS I","92","ORDINARIO"
"107","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","70","ORDINARIO"
"107","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","96","ORDINARIO"
"107","2020-B","I5884","ALGORITMIA","76","ORDINARIO"
"107","2020-B","I5888","ESTRUCTURAS DE DATOS II","80","ORDINARIO"
"107","2020-B","I5907","ADMINISTRACION DE REDES","99","ORDINARIO"
"107","2020-B","I5890","BASES DE DATOS","84","ORDINARIO"
"107","2020-B","I5910","HIPERMEDIA","94","ORDINARIO"
"107","2021-A","I5905","SEGURIDAD DE LA INFORMACION","100","ORDINARIO"
"107","2021-A","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","90","ORDINARIO"
"107","2021-A","I5908","ADMINISTRACION DE SERVIDORES","97","ORDINARIO"
"107","2021-A","I5909","PROGRAMACION PARA INTERNET","96","ORDINARIO"
"107","2021-B","I5898","INGENIERIA DE SOFTWARE I","91","ORDINARIO"
"107","2021-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"107","2021-B","I5901","CONTROL DE PROYECTOS","100","ORDINARIO"
"107","2021-B","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","92","ORDINARIO"
"107","2021-B","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","95","ORDINARIO"
"107","2022-A","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","96","ORDINARIO"
"107","2022-A","I5902","ADMINISTRACION DE BASES DE DATOS","100","ORDINARIO"
"107","2022-A","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","100","ORDINARIO"
"107","2022-A","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","90","ORDINARIO"
"107","2022-A","I5911","MINERIA DE DATOS","79","ORDINARIO"
"107","2022-B","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"107","2022-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","100","ORDINARIO"
"107","2022-B","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"107","2022-B","I5900","INGENIERIA DE SOFTWARE II","96","ORDINARIO"
"107","2023-A","ET412","TOPICOS SELECTOS EN COMUNICACIONES","95","ORDINARIO"
"107","2023-A","I5916","PROYECTO DE GESTION DE LA TECNOLOGIA DE INFORMACION","AC","ORDINARIO"
"107","2023-A","IL351","INNOVACION Y TECNOLOGIA","97","ORDINARIO"
"107","2023-A","ET414","TOPICOS SELECTOS EN SISTEMAS DIGITALES","100","ORDINARIO"
"107","2023-A","I5918","COMPUTO FLEXIBLE (SOFTCOMPUTING)","AC","ORDINARIO"
"107","2023-A","I5917","PROYECTO DE SISTEMAS ROBUSTOS, PARALELOS Y DISTRIBUIDOS","AC","ORDINARIO"
"107","2023-A","IL341","ETICA Y LEGISLACION","94","ORDINARIO"
"108","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","98","ORDINARIO"
"108","2019-B","I6123","INTRODUCCION A LA FISICA","90","ORDINARIO"
"108","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","80","ORDINARIO"
"108","2019-B","I5882","PROGRAMACION","95","ORDINARIO"
"108","2019-B","I5893","METODOS MATEMATICOS I","82","ORDINARIO"
"108","2019-B","I5892","MATEMATICA DISCRETA","84","ORDINARIO"
"108","2020-A","I5895","METODOS MATEMATICOS II","74","ORDINARIO"
"108","2020-A","I5886","ESTRUCTURAS DE DATOS I","85","ORDINARIO"
"108","2020-A","I5915","TEORIA DE LA COMPUTACION","84","ORDINARIO"
"108","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","100","ORDINARIO"
"108","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","82","ORDINARIO"
"108","2020-B","I5890","BASES DE DATOS","78","ORDINARIO"
"108","2020-B","I5910","HIPERMEDIA","100","ORDINARIO"
"108","2020-B","I5888","ESTRUCTURAS DE DATOS II","84","ORDINARIO"
"108","2020-B","I5908","ADMINISTRACION DE SERVIDORES","97","ORDINARIO"
"108","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","86","ORDINARIO"
"108","2020-B","I5884","ALGORITMIA","100","ORDINARIO"
"108","2021-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","96","ORDINARIO"
"108","2021-A","I5898","INGENIERIA DE SOFTWARE I","90","ORDINARIO"
"108","2021-A","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"108","2021-A","I5907","ADMINISTRACION DE REDES","95","ORDINARIO"
"108","2021-A","I5909","PROGRAMACION PARA INTERNET","100","ORDINARIO"
"108","2021-A","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","100","ORDINARIO"
"108","2021-B","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","97","ORDINARIO"
"108","2021-B","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","94","ORDINARIO"
"108","2021-B","I5902","ADMINISTRACION DE BASES DE DATOS","92","ORDINARIO"
"108","2021-B","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","94","ORDINARIO"
"108","2021-B","I5901","CONTROL DE PROYECTOS","100","ORDINARIO"
"108","2021-B","I5905","SEGURIDAD DE LA INFORMACION","85","ORDINARIO"
"108","2021-B","I5900","INGENIERIA DE SOFTWARE II","86","ORDINARIO"
"108","2022-A","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"108","2022-A","I5912","CLASIFICACION INTELIGENTE DE DATOS","97","ORDINARIO"
"108","2022-A","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"108","2022-B","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","100","ORDINARIO"
"108","2022-B","I5911","MINERIA DE DATOS","83","ORDINARIO"
"108","2022-B","I7037","SEGURIDAD","100","ORDINARIO"
"108","2022-B","I7042","SIMULACION POR COMPUTADORA","100","ORDINARIO"
"108","2023-A","ET417","TOPICOS SELECTOS EN ELECTRONICA","95","ORDINARIO"
"108","2023-A","ET412","TOPICOS SELECTOS EN COMUNICACIONES","95","ORDINARIO"
"108","2023-B","I5916","PROYECTO DE GESTION DE LA TECNOLOGIA DE INFORMACION","AC","ORDINARIO"
"108","2023-B","I5917","PROYECTO DE SISTEMAS ROBUSTOS, PARALELOS Y DISTRIBUIDOS","AC","ORDINARIO"
"108","2023-B","I5918","COMPUTO FLEXIBLE (SOFTCOMPUTING)","AC","ORDINARIO"
"109","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","84","ORDINARIO"
"109","2019-B","I5892","MATEMATICA DISCRETA","60","ORDINARIO"
